Education,Marital_Status,Income,Child_Status,Total_Spend_2_Years,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Income_Group,Web_Frequency
Bachelor,No Partner,15056.0,1 or More,88,2,2,3,Low,Low
Bachelor,No Partner,26954.0,1 or More,17,1,0,2,Low,Low
Bachelor,No Partner,22327.0,1 or More,24,1,0,3,Low,Low
Bachelor,With Partner,44393.0,1 or More,60,1,0,4,Middle,Low
PhD,No Partner,62000.0,1 or More,1020,6,6,13,Middle,Normal
PhD,With Partner,31497.0,1 or More,155,3,1,4,Middle,Low
Master,With Partner,45894.0,1 or More,51,1,0,3,Middle,Low
Master,No Partner,78579.0,No Child,1812,5,6,4,Upper Middle,Normal
Master,No Partner,67369.0,1 or More,1461,7,4,10,Upper Middle,High
Bachelor,No Partner,58401.0,1 or More,96,1,2,2,Middle,Low
Bachelor,No Partner,62307.0,1 or More,160,4,0,4,Middle,Normal
Master,With Partner,43641.0,1 or More,139,2,1,4,Middle,Low
Master,No Partner,63841.0,1 or More,908,9,3,9,Middle,High
Master,With Partner,46891.0,1 or More,183,2,1,4,Middle,Low
Master,With Partner,70091.0,1 or More,1161,5,2,10,Upper Middle,Normal
PhD,With Partner,78075.0,No Child,988,3,5,5,Upper Middle,Low
Master,No Partner,59184.0,1 or More,1072,6,6,12,Middle,Normal
Bachelor,With Partner,54809.0,1 or More,174,2,1,5,Middle,Low
Bachelor,With Partner,58113.0,1 or More,758,9,2,8,Middle,High
Master,With Partner,51412.0,1 or More,195,3,2,4,Middle,Low
Bachelor,No Partner,15287.0,1 or More,31,1,1,2,Low,Low
Master,With Partner,66636.0,No Child,1084,3,4,9,Upper Middle,Low
Master,With Partner,50965.0,1 or More,685,10,4,5,Middle,High
PhD,With Partner,84618.0,No Child,1672,6,9,10,Upper Middle,Normal
Bachelor,With Partner,18351.0,No Child,43,2,0,3,Low,Low
PhD,With Partner,40451.0,1 or More,49,1,1,2,Middle,Low
Bachelor,With Partner,36317.0,1 or More,133,3,0,4,Middle,Low
Bachelor,With Partner,42213.0,1 or More,363,5,1,7,Middle,Normal
Bachelor,With Partner,65748.0,1 or More,545,2,4,10,Upper Middle,Low
Bachelor,With Partner,77044.0,1 or More,1065,7,11,11,Upper Middle,High
Bachelor,With Partner,74918.0,No Child,2047,5,9,6,Upper Middle,Normal
Bachelor,With Partner,56721.0,1 or More,296,4,1,5,Middle,Normal
Bachelor,No Partner,42160.0,1 or More,140,2,1,4,Middle,Low
Bachelor,No Partner,61559.0,1 or More,530,4,2,10,Middle,Normal
PhD,With Partner,33629.0,1 or More,152,3,1,4,Middle,Low
PhD,With Partner,68682.0,No Child,1598,4,9,10,Upper Middle,Normal
Bachelor,No Partner,34377.0,1 or More,114,2,2,2,Middle,Low
Bachelor,No Partner,8940.0,1 or More,101,3,1,3,Low,Low
Bachelor,With Partner,26228.0,1 or More,25,1,0,2,Low,Low
Master,No Partner,77297.0,No Child,789,5,7,9,Upper Middle,Normal
Bachelor,With Partner,40211.0,1 or More,87,2,1,2,Middle,Low
PhD,No Partner,33438.0,1 or More,90,2,1,4,Middle,Low
PhD,With Partner,75032.0,1 or More,1215,5,4,9,Upper Middle,Normal
PhD,No Partner,61284.0,No Child,811,11,2,8,Middle,High
Bachelor,With Partner,22518.0,1 or More,61,2,1,2,Low,Low
Master,With Partner,54730.0,1 or More,405,4,1,8,Middle,Normal
Master,With Partner,38452.0,1 or More,72,3,0,3,Middle,Low
Bachelor,No Partner,44421.0,1 or More,189,5,0,4,Middle,Normal
PhD,With Partner,38197.0,1 or More,40,1,0,3,Middle,Low
Bachelor,No Partner,41986.0,1 or More,63,3,0,4,Middle,Low
Bachelor,With Partner,28427.0,1 or More,52,2,0,3,Low,Low
PhD,With Partner,37395.0,1 or More,39,1,0,3,Middle,Low
Bachelor,With Partner,64722.0,1 or More,805,8,2,11,Middle,High
Master,With Partner,55249.0,1 or More,130,2,1,4,Middle,Low
Bachelor,With Partner,84906.0,No Child,1631,5,6,12,Upper Middle,Normal
Bachelor,With Partner,28691.0,1 or More,34,1,0,3,Low,Low
Bachelor,No Partner,44213.0,1 or More,152,2,1,5,Middle,Low
Bachelor,No Partner,25707.0,1 or More,21,1,0,3,Low,Low
PhD,With Partner,59062.0,1 or More,71,2,0,3,Middle,Low
Bachelor,No Partner,76624.0,1 or More,899,5,10,7,Upper Middle,Normal
Master,With Partner,66000.0,No Child,711,1,3,5,Upper Middle,Low
PhD,With Partner,27683.0,1 or More,351,6,2,4,Low,Normal
Bachelor,No Partner,1730.0,No Child,8,0,0,0,Low,
Bachelor,No Partner,7500.0,1 or More,119,3,2,2,Low,Low
Bachelor,With Partner,40521.0,1 or More,21,0,1,2,Middle,
PhD,With Partner,20427.0,1 or More,10,1,0,2,Low,Low
Bachelor,With Partner,65106.0,1 or More,973,8,3,13,Upper Middle,High
PhD,With Partner,69969.0,No Child,1536,4,2,6,Upper Middle,Normal
Bachelor,With Partner,67433.0,1 or More,992,6,5,13,Upper Middle,Normal
PhD,With Partner,77766.0,1 or More,1529,11,10,11,Upper Middle,High
Bachelor,With Partner,74716.0,1 or More,860,7,3,5,Upper Middle,High
Bachelor,No Partner,68118.0,1 or More,928,8,9,4,Upper Middle,High
PhD,With Partner,55158.0,1 or More,418,7,2,5,Middle,High
Master,With Partner,62972.0,1 or More,587,7,4,3,Middle,High
Bachelor,With Partner,74190.0,1 or More,641,4,2,11,Upper Middle,Normal
Bachelor,With Partner,39356.0,1 or More,23,1,0,2,Middle,Low
Bachelor,With Partner,76653.0,No Child,2279,4,7,11,Upper Middle,Normal
PhD,No Partner,35860.0,1 or More,49,1,1,2,Middle,Low
PhD,No Partner,90687.0,No Child,1779,6,2,8,Upper Middle,Normal
Master,With Partner,73450.0,No Child,1804,7,8,11,Upper Middle,High
Bachelor,With Partner,31454.0,1 or More,48,2,0,3,Middle,Low
Bachelor,No Partner,47139.0,1 or More,83,2,1,2,Middle,Low
Bachelor,No Partner,83829.0,No Child,1862,4,7,6,Upper Middle,Normal
PhD,With Partner,53378.0,1 or More,793,9,4,6,Middle,High
Bachelor,With Partner,19656.0,1 or More,84,2,1,3,Low,Low
PhD,With Partner,45579.0,1 or More,183,4,1,4,Middle,Normal
Master,No Partner,85485.0,No Child,1383,6,6,6,Upper Middle,Normal
Bachelor,With Partner,55956.0,No Child,999,7,3,4,Middle,High
Master,No Partner,64191.0,1 or More,825,5,3,13,Middle,Normal
Bachelor,No Partner,38808.0,1 or More,246,5,1,4,Middle,Normal
Master,With Partner,57183.0,1 or More,610,9,1,7,Middle,High
Master,No Partner,23748.0,1 or More,76,2,1,3,Low,Low
Bachelor,With Partner,66303.0,1 or More,1286,3,4,11,Upper Middle,Low
Master,With Partner,37368.0,1 or More,30,1,0,2,Middle,Low
Bachelor,With Partner,40800.0,1 or More,99,3,0,3,Middle,Low
Bachelor,No Partner,71847.0,No Child,1192,6,7,9,Upper Middle,Normal
Bachelor,With Partner,46149.0,1 or More,362,5,1,7,Middle,Normal
Bachelor,With Partner,78687.0,No Child,2130,4,6,8,Upper Middle,Normal
Master,No Partner,49118.0,No Child,1229,9,7,10,Middle,High
PhD,With Partner,37633.0,1 or More,38,1,0,3,Middle,Low
Master,With Partner,39767.0,No Child,485,7,1,7,Middle,High
Bachelor,With Partner,26997.0,No Child,434,4,2,5,Low,Normal
Bachelor,No Partner,33986.0,1 or More,44,1,0,3,Middle,Low
PhD,With Partner,57091.0,1 or More,496,9,2,5,Middle,High
Master,With Partner,46831.0,1 or More,78,1,2,2,Middle,Low
Master,With Partner,83151.0,No Child,2346,5,7,10,Upper Middle,Normal
Bachelor,With Partner,52531.0,No Child,794,7,2,10,Middle,High
Bachelor,With Partner,15759.0,No Child,17,1,0,2,Low,Low
Bachelor,No Partner,22804.0,1 or More,26,2,0,2,Low,Low
Master,With Partner,43050.0,1 or More,76,2,0,4,Middle,Low
PhD,No Partner,42997.0,1 or More,15,1,0,2,Middle,Low
PhD,No Partner,48918.0,1 or More,62,1,0,4,Middle,Low
Master,With Partner,60033.0,1 or More,198,2,1,5,Middle,Low
PhD,With Partner,34043.0,1 or More,49,2,0,2,Middle,Low
Bachelor,With Partner,57811.0,1 or More,802,7,2,11,Middle,High
Bachelor,With Partner,78569.0,No Child,1736,4,6,4,Upper Middle,Normal
Bachelor,No Partner,7500.0,1 or More,57,2,1,3,Low,Low
Master,With Partner,157733.0,1 or More,59,1,0,1,High,Low
Bachelor,With Partner,94384.0,No Child,2302,5,8,5,Upper Middle,Normal
Master,With Partner,23148.0,No Child,37,2,0,3,Low,Low
Bachelor,No Partner,44267.0,1 or More,310,5,2,4,Middle,Normal
Bachelor,With Partner,71626.0,No Child,1305,5,5,8,Upper Middle,Normal
Bachelor,With Partner,60894.0,1 or More,832,10,3,8,Middle,High
Bachelor,With Partner,50200.0,1 or More,401,7,1,5,Middle,High
PhD,With Partner,81051.0,No Child,1501,5,5,12,Upper Middle,Normal
Bachelor,With Partner,65169.0,No Child,1189,10,4,13,Upper Middle,High
Bachelor,With Partner,59868.0,1 or More,1194,11,2,12,Middle,High
PhD,With Partner,65695.0,1 or More,656,5,4,10,Upper Middle,Normal
Master,No Partner,64857.0,No Child,1540,7,5,10,Middle,High
Master,With Partner,45143.0,1 or More,311,6,1,5,Middle,Normal
Master,With Partner,74805.0,1 or More,820,4,7,10,Upper Middle,Normal
Master,With Partner,59060.0,1 or More,274,3,1,7,Middle,Low
PhD,No Partner,27238.0,1 or More,57,3,0,3,Low,Low
Bachelor,With Partner,47009.0,1 or More,448,3,2,8,Middle,Low
Master,With Partner,46094.0,1 or More,44,1,0,3,Middle,Low
Bachelor,With Partner,40321.0,1 or More,102,3,0,3,Middle,Low
Bachelor,With Partner,37235.0,1 or More,61,1,1,2,Middle,Low
Master,With Partner,81843.0,No Child,1643,5,9,12,Upper Middle,Normal
Master,With Partner,46692.0,1 or More,397,6,1,5,Middle,Normal
Bachelor,With Partner,77382.0,1 or More,1121,5,7,12,Upper Middle,Normal
Bachelor,No Partner,37774.0,1 or More,473,7,2,3,Middle,High
Bachelor,With Partner,18393.0,1 or More,50,3,0,3,Low,Low
Master,With Partner,72828.0,1 or More,1678,6,3,13,Upper Middle,Normal
Bachelor,With Partner,24711.0,No Child,58,3,0,3,Low,Low
PhD,With Partner,45503.0,1 or More,170,3,1,4,Middle,Low
Master,No Partner,6560.0,No Child,373,1,0,1,Low,Low
PhD,With Partner,71604.0,No Child,1196,8,3,5,Upper Middle,High
Bachelor,With Partner,27244.0,1 or More,101,2,2,2,Low,Low
Bachelor,With Partner,48752.0,1 or More,316,6,1,5,Middle,Normal
Bachelor,With Partner,71434.0,1 or More,1400,7,4,7,Upper Middle,High
Bachelor,No Partner,90842.0,No Child,1424,4,9,13,Upper Middle,Normal
Master,With Partner,88097.0,1 or More,844,6,5,8,Upper Middle,Normal
Bachelor,With Partner,51948.0,1 or More,311,5,2,4,Middle,Normal
Bachelor,With Partner,71853.0,No Child,1149,2,8,6,Upper Middle,Low
Master,With Partner,35876.0,No Child,129,3,1,3,Middle,Low
Bachelor,No Partner,40049.0,1 or More,32,1,0,3,Middle,Low
Bachelor,No Partner,39660.0,1 or More,299,7,1,3,Middle,High
Bachelor,With Partner,50127.0,1 or More,320,5,1,6,Middle,Normal
Master,With Partner,43263.0,1 or More,441,5,2,6,Middle,Normal
Master,With Partner,62845.0,1 or More,1178,3,4,10,Middle,Low
Bachelor,With Partner,18929.0,No Child,85,1,0,4,Low,Low
Bachelor,No Partner,24367.0,1 or More,24,1,0,2,Low,Low
Bachelor,No Partner,33249.0,1 or More,112,2,1,3,Middle,Low
Master,With Partner,26887.0,1 or More,30,1,0,3,Low,Low
PhD,With Partner,50150.0,No Child,410,5,2,7,Middle,Normal
Bachelor,With Partner,62061.0,1 or More,800,10,4,7,Middle,High
PhD,No Partner,85696.0,No Child,1313,4,6,9,Upper Middle,Normal
PhD,With Partner,76542.0,No Child,1483,4,8,10,Upper Middle,Normal
Bachelor,No Partner,70515.0,No Child,1258,6,6,4,Upper Middle,Normal
Bachelor,With Partner,18227.0,1 or More,28,0,1,2,Low,
Bachelor,With Partner,69139.0,1 or More,227,4,1,5,Upper Middle,Normal
Bachelor,With Partner,69109.0,No Child,1555,6,6,7,Upper Middle,Normal
Bachelor,No Partner,69627.0,1 or More,861,8,2,11,Upper Middle,High
Bachelor,With Partner,38136.0,1 or More,103,3,1,2,Middle,Low
PhD,No Partner,62159.0,No Child,634,6,2,10,Middle,Normal
Bachelor,No Partner,80695.0,No Child,1918,5,8,5,Upper Middle,Normal
Master,No Partner,33316.0,1 or More,131,2,1,4,Middle,Low
Bachelor,With Partner,58554.0,1 or More,586,8,2,6,Middle,High
Bachelor,With Partner,17256.0,1 or More,62,2,1,2,Low,Low
Bachelor,No Partner,53034.0,1 or More,447,6,1,7,Middle,Normal
Master,With Partner,52203.0,No Child,939,8,7,11,Middle,High
Master,No Partner,59601.0,1 or More,797,2,2,7,Middle,Low
Master,No Partner,75154.0,1 or More,1143,6,3,6,Upper Middle,Normal
Bachelor,No Partner,47025.0,1 or More,415,6,3,5,Middle,Normal
Bachelor,With Partner,37971.0,1 or More,30,1,0,3,Middle,Low
Master,No Partner,41335.0,1 or More,187,4,1,4,Middle,Normal
Bachelor,With Partner,67267.0,1 or More,251,3,2,5,Upper Middle,Low
Bachelor,No Partner,57338.0,1 or More,237,4,1,5,Middle,Normal
Master,With Partner,50523.0,1 or More,91,2,0,4,Middle,Low
Master,No Partner,35791.0,1 or More,35,1,0,3,Middle,Low
PhD,No Partner,50611.0,1 or More,493,4,5,7,Middle,Normal
PhD,With Partner,56242.0,1 or More,971,8,4,11,Middle,High
Bachelor,No Partner,48904.0,1 or More,371,7,2,4,Middle,High
Bachelor,No Partner,56243.0,1 or More,396,4,2,8,Middle,Normal
Bachelor,With Partner,21355.0,1 or More,68,2,1,2,Low,Low
Master,With Partner,57420.0,1 or More,322,5,1,6,Middle,Normal
Master,No Partner,46390.0,1 or More,222,4,2,3,Middle,Normal
Master,With Partner,54342.0,1 or More,177,3,1,4,Middle,Low
Bachelor,With Partner,20895.0,1 or More,45,2,0,3,Low,Low
Bachelor,With Partner,92344.0,No Child,1899,5,10,5,Upper Middle,Normal
Master,With Partner,26907.0,1 or More,22,1,0,3,Low,Low
Bachelor,With Partner,44964.0,1 or More,41,1,0,3,Middle,Low
Bachelor,With Partner,75507.0,No Child,1440,8,6,6,Upper Middle,High
Master,With Partner,53761.0,1 or More,325,4,4,3,Middle,Normal
Bachelor,With Partner,22682.0,1 or More,95,2,1,4,Low,Low
PhD,With Partner,38887.0,1 or More,42,1,0,3,Middle,Low
Master,No Partner,41658.0,1 or More,72,1,1,2,Middle,Low
PhD,With Partner,29791.0,1 or More,20,2,0,3,Low,Low
Master,With Partner,63915.0,1 or More,789,6,3,12,Middle,Normal
Bachelor,No Partner,39996.0,1 or More,15,1,0,2,Middle,Low
Bachelor,No Partner,26759.0,1 or More,59,2,1,3,Low,Low
Master,No Partner,63841.0,1 or More,908,9,3,9,Middle,High
PhD,With Partner,51039.0,1 or More,417,6,2,4,Middle,Normal
Bachelor,With Partner,60544.0,1 or More,289,5,1,5,Middle,Normal
Bachelor,With Partner,65685.0,1 or More,769,9,2,9,Upper Middle,High
Bachelor,With Partner,37716.0,1 or More,188,4,1,3,Middle,Normal
Bachelor,No Partner,36864.0,1 or More,354,5,2,4,Middle,Normal
Master,With Partner,44511.0,1 or More,727,8,4,8,Middle,High
PhD,With Partner,36947.0,1 or More,146,3,0,4,Middle,Low
Master,With Partner,47352.0,1 or More,319,6,1,5,Middle,Normal
Master,With Partner,67087.0,1 or More,794,7,5,8,Upper Middle,High
Bachelor,With Partner,57045.0,1 or More,454,4,2,9,Middle,Normal
PhD,No Partner,36957.0,1 or More,152,3,2,2,Middle,Low
PhD,With Partner,69389.0,1 or More,797,7,2,12,Upper Middle,High
Bachelor,With Partner,80134.0,1 or More,1690,5,3,6,Upper Middle,Normal
Master,With Partner,43142.0,1 or More,20,1,0,2,Middle,Low
Bachelor,With Partner,80589.0,No Child,1428,5,10,5,Upper Middle,Normal
Bachelor,No Partner,34412.0,1 or More,209,5,0,3,Middle,Normal
Bachelor,No Partner,57537.0,1 or More,545,4,3,8,Middle,Normal
Bachelor,With Partner,22634.0,No Child,96,2,1,2,Low,Low
Bachelor,With Partner,51315.0,No Child,222,2,2,5,Middle,Low
Bachelor,With Partner,36026.0,1 or More,61,2,0,3,Middle,Low
Bachelor,With Partner,24639.0,1 or More,44,2,0,4,Low,Low
PhD,With Partner,34578.0,1 or More,8,1,0,2,Middle,Low
Master,No Partner,65704.0,No Child,817,2,10,10,Upper Middle,Low
Bachelor,No Partner,63810.0,1 or More,1371,4,3,12,Middle,Normal
PhD,With Partner,54132.0,1 or More,42,1,0,3,Middle,Low
Bachelor,With Partner,18690.0,No Child,60,1,1,2,Low,Low
Bachelor,With Partner,28164.0,1 or More,78,2,0,4,Low,Low
PhD,With Partner,34596.0,1 or More,23,1,0,2,Middle,Low
PhD,With Partner,43269.0,1 or More,19,1,0,2,Middle,Low
Master,No Partner,38741.0,1 or More,61,2,0,3,Middle,Low
Bachelor,No Partner,31907.0,No Child,449,6,1,6,Middle,Normal
Master,With Partner,27100.0,1 or More,37,1,0,3,Low,Low
Master,No Partner,31163.0,1 or More,38,1,0,3,Middle,Low
Bachelor,With Partner,92533.0,No Child,1131,6,5,11,Upper Middle,Normal
Bachelor,No Partner,34853.0,1 or More,34,2,0,3,Middle,Low
Bachelor,No Partner,70844.0,1 or More,294,6,1,5,Upper Middle,Normal
Master,With Partner,31086.0,1 or More,48,1,1,2,Middle,Low
Bachelor,With Partner,60544.0,1 or More,289,5,1,5,Middle,Normal
Master,With Partner,20491.0,No Child,30,0,1,2,Low,
Bachelor,With Partner,42523.0,No Child,125,1,1,4,Middle,Low
Bachelor,With Partner,39922.0,1 or More,156,3,0,4,Middle,Low
Bachelor,With Partner,33402.0,1 or More,70,2,1,3,Middle,Low
Master,With Partner,36408.0,1 or More,22,1,0,2,Middle,Low
Bachelor,With Partner,21645.0,1 or More,65,3,0,3,Low,Low
Master,No Partner,78427.0,No Child,1930,3,7,10,Upper Middle,Low
Bachelor,With Partner,82657.0,No Child,2283,7,5,10,Upper Middle,High
Bachelor,With Partner,51876.0,No Child,310,2,2,8,Middle,Low
Master,With Partner,78041.0,No Child,1319,4,4,9,Upper Middle,Normal
Bachelor,With Partner,52852.0,1 or More,879,10,7,5,Middle,High
PhD,With Partner,70038.0,No Child,1244,4,4,8,Upper Middle,Normal
Master,With Partner,69401.0,1 or More,690,4,4,5,Upper Middle,Normal
Bachelor,With Partner,46053.0,1 or More,209,3,2,4,Middle,Low
Bachelor,With Partner,77343.0,No Child,1134,3,4,9,Upper Middle,Low
Bachelor,No Partner,73892.0,No Child,1507,3,11,8,Upper Middle,Low
PhD,No Partner,40304.0,1 or More,57,2,0,3,Middle,Low
PhD,With Partner,32727.0,No Child,529,7,3,5,Middle,High
Bachelor,With Partner,68695.0,No Child,1091,4,4,7,Upper Middle,Normal
Bachelor,No Partner,43300.0,1 or More,180,4,0,4,Middle,Normal
Bachelor,With Partner,26290.0,1 or More,77,2,0,4,Low,Low
Bachelor,No Partner,93790.0,No Child,2349,6,7,12,Upper Middle,Normal
PhD,With Partner,38410.0,No Child,534,5,2,9,Middle,Normal
Master,No Partner,64866.0,1 or More,556,7,3,7,Middle,High
Bachelor,With Partner,57957.0,1 or More,637,4,6,8,Middle,Normal
PhD,With Partner,46015.0,1 or More,46,1,0,3,Middle,Low
Bachelor,With Partner,16531.0,1 or More,44,3,0,3,Low,Low
Master,With Partner,28072.0,1 or More,47,1,0,3,Low,Low
Master,No Partner,49476.0,1 or More,795,2,11,5,Middle,Low
Bachelor,With Partner,50725.0,1 or More,586,8,1,8,Middle,High
Bachelor,With Partner,83844.0,No Child,1574,4,4,11,Upper Middle,Normal
PhD,With Partner,41145.0,1 or More,13,0,0,3,Middle,
Bachelor,With Partner,67419.0,1 or More,1471,9,4,8,Upper Middle,High
Master,With Partner,23162.0,1 or More,65,1,1,3,Low,Low
Bachelor,With Partner,34380.0,1 or More,175,4,1,3,Middle,Normal
Bachelor,No Partner,34704.0,1 or More,40,1,0,3,Middle,Low
PhD,With Partner,94871.0,1 or More,1078,8,5,4,Upper Middle,High
Bachelor,With Partner,65148.0,1 or More,1115,6,6,7,Upper Middle,Normal
Bachelor,With Partner,39898.0,1 or More,134,3,0,4,Middle,Low
Master,No Partner,64857.0,No Child,1540,7,5,10,Middle,High
PhD,With Partner,59892.0,1 or More,87,2,1,3,Middle,Low
Master,No Partner,41020.0,No Child,217,3,2,4,Middle,Low
PhD,With Partner,57072.0,1 or More,1034,7,5,13,Middle,High
Bachelor,No Partner,60474.0,1 or More,1180,10,2,12,Middle,High
Bachelor,With Partner,62807.0,1 or More,819,5,3,12,Middle,Normal
Master,With Partner,19414.0,1 or More,32,1,0,3,Low,Low
Bachelor,With Partner,19107.0,1 or More,46,1,0,3,Low,Low
Master,With Partner,75484.0,1 or More,1159,7,3,6,Upper Middle,High
Master,No Partner,70379.0,1 or More,860,6,3,13,Upper Middle,Normal
Master,With Partner,79419.0,No Child,1631,4,6,4,Upper Middle,Normal
PhD,With Partner,64014.0,1 or More,444,8,2,5,Middle,High
Bachelor,With Partner,76998.0,1 or More,1910,11,8,8,Upper Middle,High
Master,With Partner,49854.0,1 or More,380,6,2,5,Middle,Normal
PhD,With Partner,60585.0,1 or More,736,7,4,9,Middle,High
PhD,No Partner,42873.0,1 or More,269,6,1,4,Middle,Normal
Bachelor,With Partner,87679.0,No Child,2524,7,11,10,Upper Middle,High
Bachelor,With Partner,57867.0,1 or More,612,7,2,9,Middle,High
Bachelor,With Partner,35765.0,1 or More,75,2,0,4,Middle,Low
Bachelor,With Partner,65492.0,No Child,1045,4,7,13,Upper Middle,Normal
Bachelor,No Partner,32952.0,1 or More,55,2,0,3,Middle,Low
PhD,With Partner,53374.0,1 or More,1064,4,2,9,Middle,Normal
Bachelor,With Partner,71706.0,1 or More,1443,9,5,7,Upper Middle,High
Bachelor,With Partner,68487.0,No Child,1366,9,7,13,Upper Middle,High
Master,With Partner,53253.0,1 or More,436,4,3,5,Middle,Normal
Master,No Partner,31163.0,1 or More,38,1,0,3,Middle,Low
Bachelor,With Partner,42014.0,1 or More,436,7,1,6,Middle,High
Master,With Partner,54108.0,1 or More,747,8,2,9,Middle,High
PhD,No Partner,49667.0,No Child,1396,5,10,5,Middle,Normal
Master,With Partner,63206.0,No Child,928,4,3,6,Middle,Normal
Master,With Partner,57136.0,1 or More,642,5,2,10,Middle,Normal
Master,With Partner,46772.0,1 or More,1048,11,8,5,Middle,High
PhD,With Partner,78931.0,No Child,943,2,8,13,Upper Middle,Low
Bachelor,With Partner,53977.0,1 or More,907,5,5,12,Middle,Normal
Bachelor,With Partner,84219.0,No Child,1198,3,4,10,Upper Middle,Low
Master,No Partner,46098.0,1 or More,120,3,2,2,Middle,Low
Bachelor,With Partner,73538.0,1 or More,1658,10,4,9,Upper Middle,High
Bachelor,With Partner,79529.0,No Child,1638,4,8,9,Upper Middle,Normal
Master,With Partner,20981.0,No Child,73,3,1,2,Low,Low
Bachelor,No Partner,51766.0,1 or More,275,4,2,4,Middle,Normal
Bachelor,With Partner,55759.0,1 or More,854,10,3,8,Middle,High
Bachelor,With Partner,33039.0,1 or More,78,2,0,4,Middle,Low
Master,With Partner,37787.0,1 or More,106,3,0,3,Middle,Low
Bachelor,No Partner,27242.0,1 or More,106,2,0,3,Low,Low
PhD,No Partner,87188.0,No Child,1923,10,2,6,Upper Middle,High
Bachelor,With Partner,69930.0,No Child,1662,4,5,12,Upper Middle,Normal
Bachelor,No Partner,37697.0,1 or More,84,2,1,3,Middle,Low
PhD,With Partner,37401.0,1 or More,48,2,0,3,Middle,Low
Bachelor,No Partner,3502.0,1 or More,5,0,0,0,Low,
Bachelor,With Partner,58597.0,1 or More,733,7,4,9,Middle,High
PhD,No Partner,82032.0,No Child,1234,4,6,7,Upper Middle,Normal
Bachelor,With Partner,28087.0,1 or More,112,2,2,2,Low,Low
PhD,No Partner,74004.0,No Child,1658,4,6,4,Upper Middle,Normal
Bachelor,With Partner,19740.0,1 or More,55,1,1,3,Low,Low
Master,With Partner,57036.0,1 or More,1513,6,3,13,Middle,Normal
Master,With Partner,53083.0,1 or More,271,5,1,5,Middle,Normal
PhD,With Partner,69283.0,1 or More,904,7,3,13,Upper Middle,High
Master,No Partner,46098.0,1 or More,120,3,2,2,Middle,Low
Master,With Partner,23331.0,1 or More,103,3,0,3,Low,Low
Master,No Partner,23331.0,1 or More,269,5,1,5,Low,Normal
Bachelor,No Partner,9255.0,1 or More,22,1,1,2,Low,Low
PhD,No Partner,67786.0,No Child,1156,3,6,6,Upper Middle,Low
PhD,With Partner,71969.0,1 or More,1086,3,4,9,Upper Middle,Low
Master,No Partner,59235.0,1 or More,1128,11,2,12,Middle,High
Bachelor,With Partner,31928.0,1 or More,72,3,0,4,Middle,Low
Master,With Partner,74881.0,1 or More,964,9,2,12,Upper Middle,High
Bachelor,With Partner,65819.0,No Child,1383,5,4,10,Upper Middle,Normal
PhD,No Partner,51411.0,1 or More,18,0,0,3,Middle,
Bachelor,No Partner,51983.0,1 or More,793,9,2,10,Middle,High
Master,With Partner,42386.0,1 or More,100,3,0,3,Middle,Low
Master,With Partner,30390.0,No Child,80,2,0,3,Middle,Low
Bachelor,No Partner,30983.0,No Child,167,4,0,3,Middle,Normal
Bachelor,No Partner,66033.0,1 or More,677,8,3,7,Upper Middle,High
Master,With Partner,37284.0,1 or More,23,0,0,3,Middle,
Master,No Partner,57530.0,1 or More,92,1,1,4,Middle,Low
Master,With Partner,76800.0,No Child,641,4,4,7,Upper Middle,Normal
Bachelor,With Partner,63943.0,1 or More,1106,6,4,6,Middle,Normal
Bachelor,With Partner,76081.0,No Child,1033,4,5,4,Upper Middle,Normal
Bachelor,With Partner,67445.0,1 or More,1174,9,6,12,Upper Middle,High
Master,With Partner,37054.0,1 or More,25,1,0,3,Middle,Low
Master,With Partner,47175.0,1 or More,240,4,2,4,Middle,Normal
Bachelor,No Partner,31859.0,1 or More,20,1,0,2,Middle,Low
Bachelor,No Partner,27215.0,1 or More,102,2,1,4,Low,Low
PhD,No Partner,70179.0,1 or More,1034,7,3,13,Upper Middle,High
Bachelor,With Partner,39922.0,1 or More,156,3,0,4,Middle,Low
Master,With Partner,49681.0,1 or More,458,7,1,7,Middle,High
Bachelor,With Partner,24645.0,1 or More,17,1,0,2,Low,Low
Bachelor,No Partner,79865.0,1 or More,792,5,10,5,Upper Middle,Normal
Bachelor,With Partner,44322.0,1 or More,92,3,0,3,Middle,Low
Bachelor,No Partner,47958.0,1 or More,407,6,3,5,Middle,Normal
Master,No Partner,63972.0,1 or More,1269,5,4,10,Middle,Normal
Bachelor,With Partner,75315.0,1 or More,841,5,4,12,Upper Middle,Normal
PhD,With Partner,55517.0,1 or More,633,11,1,6,Middle,High
PhD,With Partner,75283.0,1 or More,1019,6,3,5,Upper Middle,Normal
PhD,No Partner,82800.0,No Child,1315,7,6,12,Upper Middle,High
Bachelor,With Partner,38998.0,1 or More,54,2,0,3,Middle,Low
Master,No Partner,90638.0,No Child,2525,3,4,10,Upper Middle,Low
Master,With Partner,27161.0,1 or More,52,1,0,3,Low,Low
Bachelor,With Partner,42014.0,1 or More,436,7,1,6,Middle,High
PhD,With Partner,38201.0,1 or More,268,5,1,5,Middle,Normal
Bachelor,With Partner,45203.0,1 or More,147,3,1,3,Middle,Low
PhD,With Partner,81574.0,No Child,1798,4,5,8,Upper Middle,Normal
Bachelor,With Partner,34935.0,No Child,137,2,1,4,Middle,Low
